term,str_type,mean_embeddings,category,continental,regional,subclass,source,date_added
khant,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kharol,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kharwa,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
khati,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
khatik,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
khatri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kinthala kalinga,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kirar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kirataka_nishadi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kolupulvandlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
komati,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
konar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
konkanastha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koppulavelama,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koracha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
korar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
korcha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kori,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koshta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koshti,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kota,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
koteshwara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
krishnabhalija,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kshatriya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kshatriyas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kuchband,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kudumbar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kulala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kulin,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kumawat,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kummara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kunapuli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kunbi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kurakula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kuravar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kurmi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kurni,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kuruba,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kuta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
kuthaliya_bora,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
labbay,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
laddaf,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lakhera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lakkamari_kapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lal begi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lalbegi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lavana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
leva patel,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lingader,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lodh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lodha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lodhi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lohanas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
lonari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
machigar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
madar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
madari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
madig,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahabrahmin,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahasha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahawar_vaishya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahendra,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
maheshwaris,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahishya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahton,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahuri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mahyavanshi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
maithil,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
maiya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
malkana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mallah,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mandula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
manesh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mang,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mang_garudi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mangala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mangali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
manipuri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mannadiyar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
manusyajati,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
maratha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
marecha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
marija,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
matang,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mathura,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
maulika_kayastha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mazhabi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
medari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
megh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
meghval,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
meghwal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mehtar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
menghvar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
meshuchrarim,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
minimadig,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mirdha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mirshikar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mirshikari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mochi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mochigar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mohyal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mondepatta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mondepatta_mondipatta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mondipatta,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mondivaru_mondibanda_banda,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mudiraj,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mudiraju,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mukkulathor,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mukkuvar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mukri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mundhra,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
munnurukapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
muslim_dhobi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mutrasi_tenugollu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
mutyalammavandlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nadar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nadia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagaralu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagarathar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagavaddilu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagavamsa,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nagavasam,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nai,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nakhas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nambiar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
namboodiri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
namboothiri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
naribut,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
narikurava,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nassuvan,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nat_people,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
natrayat_rajputs,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nattathi_nadar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
navnat,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nayak,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nayi_brahmin,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nayyala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nedumpally,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
neelakanthi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
neeli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
neetikotala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nelli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nessi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nethakani,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
niari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nirshikari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
niyogi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nokkar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
nona,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
noongar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
noorbas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
odde_oddilu_vaddi_vaddelu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
odh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
olgana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
oswal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
oswals,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pachhimi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
padhar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
padia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
padmasali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
padmashali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pahadi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pala_ekari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
paliwal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
palli,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pallikapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pallireddi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pambala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pamula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pancha_dravida,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pancha_gauda,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
panchkalshi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pandiri_kalinga,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pannadi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pannaiyar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
paravar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pardeshi_chamar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pardhi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pariki_muggula,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pashchima,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pasi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
passi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
patanwadia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pathare_prabhu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
patharia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
patkar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
patra,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pattanavar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pattapu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pattariyar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pattusali,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
patwa,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pedda_boya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
peddammavandlu,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
perika,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
perike_balija,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
perna,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pherera,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pindari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pinjari,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pollinativelama,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
pondara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
poosala,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
purabi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
puragiri_kshatriya,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
qalandar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
qassab,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
quresh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rajaka,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rajanyas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rajapur,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
raju,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
ramdasia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
ramnami_samaj,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
ramoshi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rana,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rangarez,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
ranigar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rathodia,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rattal,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
raut,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rayee,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rayeen,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
reddika,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
reddy,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rohit,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
roniaur,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rosha,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
ruidas,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
rukhi,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sachora,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sadh,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sadhuchetty,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sagara,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
sai_suthar,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saini,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
saklapuri,,1,subnational,asia,indian_caste,NA,https://en.wikipedia.org/wiki/Caste_system_in_India,2020-06-15
